source_date,title,hook,mechanic,evidence,source_urls,boundary_note,editorial_dependency,assignment_status
01.09,Первый школьный ранец: учёба становится дорогой,Что ребёнок несёт из дома в школу?,Собрать набор по выбранной школьной фотографии; раскрыть назначение каждой подписанной вещи.,"Тема-кандидат в рамках экспозиции РЭМ о русских. Конкретный предмет, местность, дата и подтверждение частного сюжета ещё подбираются; обзор не заменяет предметную атрибуцию.",https://ethnomuseum.ru/exposition/permanent/russians/,,Общий обзор; нужен предмет,Редакторское предложение; новая дата выпуска не назначена
02.09,Перьевая ручка: строка зависит от движения,Почему старая тетрадь хранит след нажима?,Провести условный штрих с разным нажимом; сравнить его с выбранной ученической работой.,"Тема-кандидат в рамках экспозиции РЭМ о русских. Конкретный предмет, местность, дата и подтверждение частного сюжета ещё подбираются; обзор не заменяет предметную атрибуцию.",https://ethnomuseum.ru/exposition/permanent/russians/,,Общий обзор; нужен предмет,Редакторское предложение; новая дата выпуска не назначена
04.09,Промокательная бумага: помощница мокрой строки,"Как сохранить написанное, не размазав его?",На схеме письма выбрать момент промокания; открыть бытовую функцию выбранного школьного предмета.,"Тема-кандидат в рамках экспозиции РЭМ о русских. Конкретный предмет, местность, дата и подтверждение частного сюжета ещё подбираются; обзор не заменяет предметную атрибуцию.",https://ethnomuseum.ru/exposition/permanent/russians/,,Общий обзор; нужен предмет,Редакторское предложение; новая дата выпуска не назначена
05.09,Счёты: число видно по положению косточек,Как посчитать покупку без записи столбиком?,Выполнить одну операцию на условных счётах; открыть соответствие разрядов цифрам.,"Тема-кандидат в рамках экспозиции РЭМ о русских. Конкретный предмет, местность, дата и подтверждение частного сюжета ещё подбираются; обзор не заменяет предметную атрибуцию.",https://ethnomuseum.ru/exposition/permanent/russians/,,Общий обзор; нужен предмет,Редакторское предложение; новая дата выпуска не назначена
06.09,Гиря с клеймом: доверие к маленькому грузу,Почему покупателю важно смотреть на гирю?,Найти отметки на выбранном образце; отделить прочитанные знаки от неустановленных.,"Тема-кандидат в рамках экспозиции РЭМ о русских. Конкретный предмет, местность, дата и подтверждение частного сюжета ещё подбираются; обзор не заменяет предметную атрибуцию.",https://ethnomuseum.ru/exposition/permanent/russians/,,Общий обзор; нужен предмет,Редакторское предложение; новая дата выпуска не назначена
07.09,Безмен: вес на одной подвеске,Как одно противовесное устройство заменяет две чаши?,Переместить условный груз до равновесия; сопоставить принцип с музейным безменом.,"Тема-кандидат в рамках экспозиции РЭМ о русских. Конкретный предмет, местность, дата и подтверждение частного сюжета ещё подбираются; обзор не заменяет предметную атрибуцию.",https://ethnomuseum.ru/exposition/permanent/russians/,,Общий обзор; нужен предмет,Редакторское предложение; новая дата выпуска не назначена
08.09,Аршин: ткань продают длиной,Почему мерка должна быть понятна обеим сторонам?,Отмерить условный отрез по выбранной исторической мерке; сопоставить её с современной линейкой после проверки величины.,"Тема-кандидат в рамках экспозиции РЭМ о русских. Конкретный предмет, местность, дата и подтверждение частного сюжета ещё подбираются; обзор не заменяет предметную атрибуцию.",https://ethnomuseum.ru/exposition/permanent/russians/,,Общий обзор; нужен предмет,Редакторское предложение; новая дата выпуска не назначена
10.09,Товарная этикетка: упаковка обещает качество,Какие слова убеждали покупателя сто лет назад?,"Рассмотреть подлинную этикетку; выделить производителя, место и рекламное обещание.","Тема-кандидат в рамках экспозиции РЭМ о русских. Конкретный предмет, местность, дата и подтверждение частного сюжета ещё подбираются; обзор не заменяет предметную атрибуцию.",https://ethnomuseum.ru/exposition/permanent/russians/,,Общий обзор; нужен предмет,Редакторское предложение; новая дата выпуска не назначена
11.09,Жестяная коробка: покупка получает вторую жизнь,Почему красивую упаковку не спешат выбрасывать?,Сопоставить товарную функцию коробки и документированное домашнее применение; сохранить две подписи к одной вещи.,"Тема-кандидат в рамках экспозиции РЭМ о русских. Конкретный предмет, местность, дата и подтверждение частного сюжета ещё подбираются; обзор не заменяет предметную атрибуцию.",https://ethnomuseum.ru/exposition/permanent/russians/,,Общий обзор; нужен предмет,Редакторское предложение; новая дата выпуска не назначена
12.09,Копилка: маленькие деньги превращаются в план,Как вещь помогает откладывать понемногу?,На условном примере собрать сумму по частям; затем рассмотреть форму выбранной исторической копилки.,"Тема-кандидат в рамках экспозиции РЭМ о русских. Конкретный предмет, местность, дата и подтверждение частного сюжета ещё подбираются; обзор не заменяет предметную атрибуцию.",https://ethnomuseum.ru/exposition/permanent/russians/,,Общий обзор; нужен предмет,Редакторское предложение; новая дата выпуска не назначена
18.09,Сечка: капусту рубят особым орудием,Почему кухонный инструмент похож на маленький полумесяц?,Показать условную траекторию сечки над корытом; сравнить с формой выбранного музейного образца.,"Тема-кандидат в рамках экспозиции РЭМ о русских. Конкретный предмет, местность, дата и подтверждение частного сюжета ещё подбираются; обзор не заменяет предметную атрибуцию.",https://ethnomuseum.ru/exposition/permanent/russians/,,Общий обзор; нужен предмет,Редакторское предложение; новая дата выпуска не назначена
21.09,Коромысельные серьги: название подсказывает форму,Что связывает украшение и знакомый хозяйственный образ?,Сравнить силуэт выбранных серёг с названием из карточки; прочие значения не додумывать.,Документированная собирательская работа О. П. Семёновой; рязанские коллекции. Номер выбранной вещи уточняется перед страницей.,https://ethnomuseum.ru/collections/collectors/semenova-olga-petrovna/,,Запись/альбом/описание; проверить локальность и пригодность,Редакторское предложение; новая дата выпуска не назначена
30.09,Осенний ремонт одежды: вещь получает ещё сезон,Что заплата рассказывает о заботе?,Приблизить след ремонта на выбранном костюме; сопоставить материал заплаты и основной ткани.,Музейный альбом русских локальных костюмных комплексов; конкретный комплект уточняется перед страницей.,https://collection.ethnomuseum.ru/entity/ARTICLE/2311,,Запись/альбом/описание; проверить локальность и пригодность,Редакторское предложение; новая дата выпуска не назначена
01.11,Федоскинская шкатулка: бумага становится прочной вещью,Почему лаковая коробочка начинается не с дерева?,Собрать условные стадии папье-маше по описанию промысла; сравнить основу и готовую вещь.,Тематический материал о росписи; музейный экземпляр и мастер подбираются отдельно.,https://www.culture.ru/materials/139105/zagadki-uzorov-russkikh-rospisei,,Запись/альбом/описание; проверить локальность и пригодность,Редакторское предложение; новая дата выпуска не назначена
02.11,Федоскинский свет: блеск под живописью,Как глубина появляется на плоской крышке?,Переключать условные слои выбранной техники; сопоставить отражение света с музейным образцом.,Тематический материал о росписи; музейный экземпляр и мастер подбираются отдельно.,https://www.culture.ru/materials/139105/zagadki-uzorov-russkikh-rospisei,,Запись/альбом/описание; проверить локальность и пригодность,Редакторское предложение; новая дата выпуска не назначена
03.11,Палехская миниатюра: большая история на маленькой крышке,Как разместить несколько эпизодов в ладони?,"На выбранной миниатюре найти фигуры и путь взгляда; собрать карту рассказа, не копируя живопись целиком.",Тематический материал о росписи; музейный экземпляр и мастер подбираются отдельно.,https://www.culture.ru/materials/139105/zagadki-uzorov-russkikh-rospisei,,Запись/альбом/описание; проверить локальность и пригодность,Редакторское предложение; новая дата выпуска не назначена
04.11,Холуйская миниатюра: местная школа общего ремесла,Почему похожие коробочки имеют разные авторские почерки?,"Сопоставить подписанные работы Холуя и Палеха; отметить наблюдаемые различия, не выводя правила по одному предмету.","Кандидат по названному промыслу. Обзор Культура.РФ — исходный ориентир; конкретная вещь, автор, дата и частные технологические сведения требуют предметной проверки.",https://www.culture.ru/s/narodnye-promysly-rossii/,,Общий обзор; нужен предмет,Редакторское предложение; новая дата выпуска не назначена
05.11,Мстёрская миниатюра: пейзаж вокруг действия,Как окружение помогает прочитать сюжет?,Разделить выбранное изображение на планы; вернуть фигуры в среду и сравнить восприятие.,"Кандидат по названному промыслу. Обзор Культура.РФ — исходный ориентир; конкретная вещь, автор, дата и частные технологические сведения требуют предметной проверки.",https://www.culture.ru/s/narodnye-promysly-rossii/,,Общий обзор; нужен предмет,Редакторское предложение; новая дата выпуска не назначена
06.11,Ростовская финифть: цвет выдерживает огонь,Почему маленькое украшение требует нескольких стадий?,Разложить по порядку этапы эмалевой работы из описания промысла; открыть готовый предмет под лупой.,"Кандидат по названному промыслу. Обзор Культура.РФ — исходный ориентир; конкретная вещь, автор, дата и частные технологические сведения требуют предметной проверки.",https://www.culture.ru/s/narodnye-promysly-rossii/,,Общий обзор; нужен предмет,Редакторское предложение; новая дата выпуска не назначена
07.11,Скань: узор из металлической нити,Как металл выглядит лёгким кружевом?,Проследить линию проволоки на выбранном изделии; собрать условный элемент из простых изгибов.,"Кандидат по названному промыслу. Обзор Культура.РФ — исходный ориентир; конкретная вещь, автор, дата и частные технологические сведения требуют предметной проверки.",https://www.culture.ru/s/narodnye-promysly-rossii/,,Общий обзор; нужен предмет,Редакторское предложение; новая дата выпуска не назначена
09.11,Великоустюжская чернь: чёрный рисунок на серебре,Почему тёмная линия делает узор заметнее?,Сравнить выбранный предмет до условного выделения рисунка и после; открыть название техники.,"Кандидат по названному промыслу. Обзор Культура.РФ — исходный ориентир; конкретная вещь, автор, дата и частные технологические сведения требуют предметной проверки.",https://www.culture.ru/s/narodnye-promysly-rossii/,,Общий обзор; нужен предмет,Редакторское предложение; новая дата выпуска не назначена
11.11,Торжокское золотное шитьё: блеск ложится стежками,Как металлическая нить держится на ткани?,На увеличенной схеме выбранного приёма проследить крепление; затем найти его на музейной работе.,"Кандидат по названному промыслу. Обзор Культура.РФ — исходный ориентир; конкретная вещь, автор, дата и частные технологические сведения требуют предметной проверки.",https://www.culture.ru/s/narodnye-promysly-rossii/,,Общий обзор; нужен предмет,Редакторское предложение; новая дата выпуска не назначена
12.11,Крестецкая строчка: узор появляется в просветах,Как убрать часть нитей и сохранить ткань?,На условной сетке выделить нити основы и рисунка; сравнить с подписанным образцом строчки.,"Кандидат по названному промыслу. Обзор Культура.РФ — исходный ориентир; конкретная вещь, автор, дата и частные технологические сведения требуют предметной проверки.",https://www.culture.ru/s/narodnye-promysly-rossii/,,Общий обзор; нужен предмет,Редакторское предложение; новая дата выпуска не назначена
13.11,Елецкое кружево: мелкая сетка держит рисунок,Что соединяет крупные элементы узора?,"Приблизить выбранную работу, найти связки между мотивами и проследить один участок.","Кандидат по названному промыслу. Обзор Культура.РФ — исходный ориентир; конкретная вещь, автор, дата и частные технологические сведения требуют предметной проверки.",https://www.culture.ru/s/narodnye-promysly-rossii/,,Общий обзор; нужен предмет,Редакторское предложение; новая дата выпуска не назначена
15.11,Кружево «Трактор»: техника принимает новый сюжет,Может ли народное кружево рассказывать о машине?,Найти трактор внутри орнамента музейного края; сравнить технический силуэт и кружевное решение.,"Предметная карточка кружевного края «Трактор»; хлопчатобумажная нить, сцепная техника. Автора и дату уточнить по полной карточке.",https://ar.culture.ru/ru/subject/kray-kruzhevnoy-traktor,,Есть адрес предметной карточки; сверить содержание и медиа,Редакторское предложение; новая дата выпуска не назначена
16.11,Павловопосадский платок: букет виден даже в складках,Как рисунок рассчитан на ношение?,"Сложить условный квадрат тремя способами; увидеть, какие части композиции остаются на виду.","Кандидат по названному промыслу. Обзор Культура.РФ — исходный ориентир; конкретная вещь, автор, дата и частные технологические сведения требуют предметной проверки.",https://www.culture.ru/s/narodnye-promysly-rossii/,,Общий обзор; нужен предмет,Редакторское предложение; новая дата выпуска не назначена
17.11,Оренбургский пуховый платок: тепло в тонкой нити,Как материал соединяет лёгкость и укрытие?,Под лупой сравнить пряжу и рисунок выбранного платка; документированные испытания показывать отдельно от легенд.,"Кандидат по названному промыслу. Обзор Культура.РФ — исходный ориентир; конкретная вещь, автор, дата и частные технологические сведения требуют предметной проверки.",https://www.culture.ru/s/narodnye-promysly-rossii/,,Общий обзор; нужен предмет,Редакторское предложение; новая дата выпуска не назначена
18.11,Каслинское литьё: металл передаёт мелкую форму,Как тяжёлый материал сохраняет тонкие детали?,Повернуть выбранную бытовую отливку; найти тонкие элементы и открыть этапы формы и литья по источнику.,"Кандидат по названному промыслу. Обзор Культура.РФ — исходный ориентир; конкретная вещь, автор, дата и частные технологические сведения требуют предметной проверки.",https://www.culture.ru/s/narodnye-promysly-rossii/,,Общий обзор; нужен предмет,Редакторское предложение; новая дата выпуска не назначена
19.11,Тагильский поднос: металл становится цветочным полем,"Что меняется, когда рисунок попадает на тёмную основу?",Наложить условную композицию на разные фоны; сравнить с атрибутированным подносом.,"Кандидат по названному промыслу. Обзор Культура.РФ — исходный ориентир; конкретная вещь, автор, дата и частные технологические сведения требуют предметной проверки.",https://www.culture.ru/s/narodnye-promysly-rossii/,,Общий обзор; нужен предмет,Редакторское предложение; новая дата выпуска не назначена
20.11,Шемогодская береста: узор прорезан насквозь,Как сохранить прочность вокруг тонких отверстий?,На условном фрагменте выделить перемычки; сопоставить их с выбранным резным изделием.,"Кандидат по названному промыслу. Обзор Культура.РФ — исходный ориентир; конкретная вещь, автор, дата и частные технологические сведения требуют предметной проверки.",https://www.culture.ru/s/narodnye-promysly-rossii/,,Общий обзор; нужен предмет,Редакторское предложение; новая дата выпуска не назначена
21.11,Вятский кап: дерево уже принесло свой рисунок,"Что здесь сделал мастер, а что выросло само?",Сопоставить заготовку и вещь; выделить природный рисунок и обработанную форму.,"Кандидат по названному промыслу. Обзор Культура.РФ — исходный ориентир; конкретная вещь, автор, дата и частные технологические сведения требуют предметной проверки.",https://www.culture.ru/s/narodnye-promysly-rossii/,,Общий обзор; нужен предмет,Редакторское предложение; новая дата выпуска не назначена
22.11,Холмогорская резьба по кости: маленькие просветы,Как ажурная деталь складывается в цельную вещь?,Увеличить выбранный образец; проследить границы вставки и способ её соединения с основой.,"Кандидат по названному промыслу. Обзор Культура.РФ — исходный ориентир; конкретная вещь, автор, дата и частные технологические сведения требуют предметной проверки.",https://www.culture.ru/s/narodnye-promysly-rossii/,,Общий обзор; нужен предмет,Редакторское предложение; новая дата выпуска не назначена
23.11,Тобольская костяная миниатюра: жест в малом масштабе,Можно ли узнать занятие человека по маленькой фигуре?,"Рассмотреть подписанную бытовую сцену с разных сторон; найти предмет, объясняющий действие.","Кандидат по названному промыслу. Обзор Культура.РФ — исходный ориентир; конкретная вещь, автор, дата и частные технологические сведения требуют предметной проверки.",https://www.culture.ru/s/narodnye-promysly-rossii/,,Общий обзор; нужен предмет,Редакторское предложение; новая дата выпуска не назначена
24.11,Абрамцево-кудринская резьба: листья выходят из поверхности,Как округлый рельеф создаёт игру света?,Передвинуть условный источник света над цифровым образцом; сравнить рельеф и плоский контур.,"Кандидат по названному промыслу. Обзор Культура.РФ — исходный ориентир; конкретная вещь, автор, дата и частные технологические сведения требуют предметной проверки.",https://www.culture.ru/s/narodnye-promysly-rossii/,,Общий обзор; нужен предмет,Редакторское предложение; новая дата выпуска не назначена
25.11,Дулёвская чашка: повседневная вещь несёт роспись,Почему рисунок должен учитывать ручку и край?,Разместить условный цветок на форме чашки; сопоставить с выбранным подписанным изделием.,"Кандидат по названному промыслу. Обзор Культура.РФ — исходный ориентир; конкретная вещь, автор, дата и частные технологические сведения требуют предметной проверки.",https://www.culture.ru/s/narodnye-promysly-rossii/,,Общий обзор; нужен предмет,Редакторское предложение; новая дата выпуска не назначена
26.11,Скопинский сосуд: гончарная форма становится затейливой,Где заканчивается ёмкость и начинается фигурный декор?,"Повернуть музейный образец; найти горло, ручку и декоративные части, прочитать их описание.","Кандидат по названному промыслу. Обзор Культура.РФ — исходный ориентир; конкретная вещь, автор, дата и частные технологические сведения требуют предметной проверки.",https://www.culture.ru/s/narodnye-promysly-rossii/,,Общий обзор; нужен предмет,Редакторское предложение; новая дата выпуска не назначена
27.11,Судогодская игрушка: местный почерк в маленькой вещи,"Чем интересен промысел, о котором редко слышат?",Сравнить подписанные местные образцы с другим центром; выделить только наблюдаемые отличия.,"Репортаж о выставке, 2024: судогодская игрушка из современных материалов в русском народном костюме. Это современная работа; автор и конкретный экземпляр ещё выбираются.",https://vladtv.ru/culture/152372/,,Запись/альбом/описание; проверить локальность и пригодность,Редакторское предложение; новая дата выпуска не назначена
28.11,Подпись мастера: увидеть человека за узором,Как перестать воспринимать промысел как безымянное производство?,Найти подпись или документированное имя у выбранной вещи; собрать короткую карточку автора.,"Кандидат по названному промыслу. Обзор Культура.РФ — исходный ориентир; конкретная вещь, автор, дата и частные технологические сведения требуют предметной проверки.",https://www.culture.ru/s/narodnye-promysly-rossii/,,Общий обзор; нужен предмет,Редакторское предложение; новая дата выпуска не назначена
29.11,Ученическая работа: ошибка показывает путь к умению,Что начинающий ещё не умеет делать автоматически?,С разрешения мастера сопоставить учебный и зрелый образцы; открыть конкретный освоенный приём.,"Кандидат по названному промыслу. Обзор Культура.РФ — исходный ориентир; конкретная вещь, автор, дата и частные технологические сведения требуют предметной проверки.",https://www.culture.ru/s/narodnye-promysly-rossii/,,Общий обзор; нужен предмет,Редакторское предложение; новая дата выпуска не назначена
01.12,Полушубок: тепло при свободных руках,Почему длинная шуба подходит не для всякого дела?,Сравнить два документированных силуэта верхней одежды; сопоставить длину с выбранным занятием.,Музейный альбом русских локальных костюмных комплексов; конкретный комплект уточняется перед страницей.,https://collection.ethnomuseum.ru/entity/ARTICLE/2311,,Запись/альбом/описание; проверить локальность и пригодность,Редакторское предложение; новая дата выпуска не назначена
02.12,Рукавицы: пальцы сохраняют тепло вместе,Как форма связана с работой на морозе?,"Рассмотреть выбранные рукавицы, найти следы износа и сопоставить материал с местным описанием.",Музейный альбом русских локальных костюмных комплексов; конкретный комплект уточняется перед страницей.,https://collection.ethnomuseum.ru/entity/ARTICLE/2311,,Запись/альбом/описание; проверить локальность и пригодность,Редакторское предложение; новая дата выпуска не назначена
03.12,Онучи: обувь начинается до лаптя,Что наматывали на ногу перед выходом?,По атрибутированной схеме собрать слои обувного комплекта; показать местный вариант без универсального рецепта.,Музейный альбом русских локальных костюмных комплексов; конкретный комплект уточняется перед страницей.,https://collection.ethnomuseum.ru/entity/ARTICLE/2311,,Запись/альбом/описание; проверить локальность и пригодность,Редакторское предложение; новая дата выпуска не назначена
05.12,Сани-розвальни: ширина ради груза,"Почему рабочие сани выглядят иначе, чем прогулочные?",Расположить условный хозяйственный груз на схеме; сравнить опоры с выбранным музейным образцом.,"Тема-кандидат в рамках экспозиции РЭМ о русских. Конкретный предмет, местность, дата и подтверждение частного сюжета ещё подбираются; обзор не заменяет предметную атрибуцию.",https://ethnomuseum.ru/exposition/permanent/russians/,,Общий обзор; нужен предмет,Редакторское предложение; новая дата выпуска не назначена
06.12,Дровни: запас тепла везут по снегу,Как уложить длинные поленья на короткую основу?,По документированной конструкции собрать условную укладку; увидеть связь груза и устройства саней.,"Тема-кандидат в рамках экспозиции РЭМ о русских. Конкретный предмет, местность, дата и подтверждение частного сюжета ещё подбираются; обзор не заменяет предметную атрибуцию.",https://ethnomuseum.ru/exposition/permanent/russians/,,Общий обзор; нужен предмет,Редакторское предложение; новая дата выпуска не назначена
07.12,Дровяная поленница: порядок помогает запасу,Почему поленья не просто сваливают у стены?,Сравнить два способа условной укладки с музейной фотографией; раскрыть выбранный хозяйственный приём.,"Тема-кандидат в рамках экспозиции РЭМ о русских. Конкретный предмет, местность, дата и подтверждение частного сюжета ещё подбираются; обзор не заменяет предметную атрибуцию.",https://ethnomuseum.ru/exposition/permanent/russians/,,Общий обзор; нужен предмет,Редакторское предложение; новая дата выпуска не назначена
08.12,Печной заслон: небольшая деталь большого очага,"Что меняется, когда устье печи закрывают?",На музейной схеме найти заслон и его место; показать назначение без инструкции по эксплуатации печи.,"Тема-кандидат в рамках экспозиции РЭМ о русских. Конкретный предмет, местность, дата и подтверждение частного сюжета ещё подбираются; обзор не заменяет предметную атрибуцию.",https://ethnomuseum.ru/exposition/permanent/russians/,,Общий обзор; нужен предмет,Редакторское предложение; новая дата выпуска не назначена
10.12,Печурка: у печи есть маленькие ниши,Что можно узнать о быте по углублению в стенке?,На выбранном разрезе найти печурки; раскрыть документированное использование каждой.,"Тема-кандидат в рамках экспозиции РЭМ о русских. Конкретный предмет, местность, дата и подтверждение частного сюжета ещё подбираются; обзор не заменяет предметную атрибуцию.",https://ethnomuseum.ru/exposition/permanent/russians/,,Общий обзор; нужен предмет,Редакторское предложение; новая дата выпуска не назначена
14.12,Деревянная шкатулка с секретом: сохранить личное,Какие вещи хозяин держал отдельно от повседневных?,По описи выбранного предмета связать отделения с содержимым; реконструкцию наполнения явно подписать.,"Тема-кандидат в рамках экспозиции РЭМ о русских. Конкретный предмет, местность, дата и подтверждение частного сюжета ещё подбираются; обзор не заменяет предметную атрибуцию.",https://ethnomuseum.ru/exposition/permanent/russians/,,Общий обзор; нужен предмет,Редакторское предложение; новая дата выпуска не назначена
15.12,Лубочная картинка: рассказ читают глазами,Как изображение и подпись работают вместе?,Разобрать один выбранный бытовой лубок на эпизоды; соединить каждый с соответствующей строкой.,"Тема-кандидат в рамках экспозиции РЭМ о русских. Конкретный предмет, местность, дата и подтверждение частного сюжета ещё подбираются; обзор не заменяет предметную атрибуцию.",https://ethnomuseum.ru/exposition/permanent/russians/,,Общий обзор; нужен предмет,Редакторское предложение; новая дата выпуска не назначена
24.12,Штопка: восстановить ткань внутри отверстия,"Можно ли починить вещь, повторив её структуру?",На условной сетке восстановить основу и уток; затем рассмотреть след штопки на атрибутированной вещи.,Музейный альбом русских локальных костюмных комплексов; конкретный комплект уточняется перед страницей.,https://collection.ethnomuseum.ru/entity/ARTICLE/2311,,Запись/альбом/описание; проверить локальность и пригодность,Редакторское предложение; новая дата выпуска не назначена
26.12,Бумажная гирлянда: праздник собирают всей семьёй,Как простое повторение превращается в украшение комнаты?,Составить условную цепочку элементов; сопоставить с датированной фотографией домашнего праздника.,"Тема-кандидат в рамках экспозиции РЭМ о русских. Конкретный предмет, местность, дата и подтверждение частного сюжета ещё подбираются; обзор не заменяет предметную атрибуцию.",https://ethnomuseum.ru/exposition/permanent/russians/,Исходник о сборке бумажной цепочки; семейный вечер потребует нового сценария второго музея.,Общий обзор; нужен предмет,Редакторское предложение; новая дата выпуска не назначена
27.12,Стеклянные бусы на ёлке: узор тянется по веткам,Чем длинное украшение отличается от отдельной игрушки?,На условной ёлке проложить линию бус; рассмотреть выбранный датированный музейный образец.,"Тема-кандидат в рамках экспозиции РЭМ о русских. Конкретный предмет, местность, дата и подтверждение частного сюжета ещё подбираются; обзор не заменяет предметную атрибуцию.",https://ethnomuseum.ru/exposition/permanent/russians/,,Общий обзор; нужен предмет,Редакторское предложение; новая дата выпуска не назначена
